match_id,league,date,time,kickoff_time_utc,home_team,away_team,home_goals,away_goals,result,home_odds,draw_odds,away_odds
E0_2024-11-23_fulham_wolves,E0,2024-11-23,15:00,2024-11-23 15:00:00+00:00,Fulham,Wolves,1,4,A,1.55,4.44,5.85
SP1_2024-11-23_ath-madrid_alaves,SP1,2024-11-23,15:15,2024-11-23 15:15:00+00:00,Ath Madrid,Alaves,2,1,H,1.46,4.28,7.77
F1_2024-11-23_lens_marseille,F1,2024-11-23,16:00,2024-11-23 16:00:00+00:00,Lens,Marseille,1,3,A,2.29,3.43,3.15
I1_2024-11-23_milan_juventus,I1,2024-11-23,17:00,2024-11-23 17:00:00+00:00,Milan,Juventus,0,0,D,2.35,3.18,3.25
D1_2024-11-23_ein-frankfurt_werder-bremen,D1,2024-11-23,17:30,2024-11-23 17:30:00+00:00,Ein Frankfurt,Werder Bremen,1,0,H,1.77,4.08,4.29
E0_2024-11-23_man-city_tottenham,E0,2024-11-23,17:30,2024-11-23 17:30:00+00:00,Man City,Tottenham,0,4,A,1.41,5.35,6.94
SP1_2024-11-23_girona_espanol,SP1,2024-11-23,17:30,2024-11-23 17:30:00+00:00,Girona,Espanol,4,1,H,1.68,3.77,5.49
SP1_2024-11-23_las-palmas_mallorca,SP1,2024-11-23,17:30,2024-11-23 17:30:00+00:00,Las Palmas,Mallorca,2,3,A,2.84,2.95,2.84
F1_2024-11-23_st-etienne_montpellier,F1,2024-11-23,18:00,2024-11-23 18:00:00+00:00,St Etienne,Montpellier,1,0,H,2.39,3.33,3.06
I1_2024-11-23_parma_atalanta,I1,2024-11-23,19:45,2024-11-23 19:45:00+00:00,Parma,Atalanta,1,3,A,5.69,4.42,1.55
F1_2024-11-23_reims_lyon,F1,2024-11-23,20:00,2024-11-23 20:00:00+00:00,Reims,Lyon,1,1,D,3.06,3.71,2.19
SP1_2024-11-23_celta_barcelona,SP1,2024-11-23,20:00,2024-11-23 20:00:00+00:00,Celta,Barcelona,2,2,D,4.38,4.23,1.73
I1_2024-11-24_genoa_cagliari,I1,2024-11-24,11:30,2024-11-24 11:30:00+00:00,Genoa,Cagliari,2,2,D,2.49,3.2,3.03
SP1_2024-11-24_osasuna_villarreal,SP1,2024-11-24,13:00,2024-11-24 13:00:00+00:00,Osasuna,Villarreal,2,2,D,2.64,3.3,2.74
E0_2024-11-24_southampton_liverpool,E0,2024-11-24,14:00,2024-11-24 14:00:00+00:00,Southampton,Liverpool,2,3,A,9.12,5.7,1.32
F1_2024-11-24_lille_rennes,F1,2024-11-24,14:00,2024-11-24 14:00:00+00:00,Lille,Rennes,1,0,H,1.89,3.47,4.4
I1_2024-11-24_como_fiorentina,I1,2024-11-24,14:00,2024-11-24 14:00:00+00:00,Como,Fiorentina,0,2,A,3.95,3.45,1.98
I1_2024-11-24_torino_monza,I1,2024-11-24,14:00,2024-11-24 14:00:00+00:00,Torino,Monza,1,1,D,2.11,3.03,4.08
D1_2024-11-24_holstein-kiel_mainz,D1,2024-11-24,14:30,2024-11-24 14:30:00+00:00,Holstein Kiel,Mainz,0,3,A,3.21,3.36,2.3
SP1_2024-11-24_sevilla_vallecano,SP1,2024-11-24,15:15,2024-11-24 15:15:00+00:00,Sevilla,Vallecano,1,0,H,2.07,3.25,3.92
F1_2024-11-24_auxerre_angers,F1,2024-11-24,16:00,2024-11-24 16:00:00+00:00,Auxerre,Angers,1,0,H,1.76,3.72,4.72
F1_2024-11-24_nantes_le-havre,F1,2024-11-24,16:00,2024-11-24 16:00:00+00:00,Nantes,Le Havre,0,2,A,1.91,3.28,4.56
D1_2024-11-24_m-gladbach_st-pauli,D1,2024-11-24,16:30,2024-11-24 16:30:00+00:00,M'gladbach,St Pauli,2,0,H,1.9,3.71,4.07
E0_2024-11-24_ipswich_man-united,E0,2024-11-24,16:30,2024-11-24 16:30:00+00:00,Ipswich,Man United,1,1,D,5.06,4.09,1.67
I1_2024-11-24_napoli_roma,I1,2024-11-24,17:00,2024-11-24 17:00:00+00:00,Napoli,Roma,1,0,H,1.72,3.6,5.36
SP1_2024-11-24_leganes_real-madrid,SP1,2024-11-24,17:30,2024-11-24 17:30:00+00:00,Leganes,Real Madrid,0,3,A,9.12,4.93,1.36
F1_2024-11-24_nice_strasbourg,F1,2024-11-24,19:45,2024-11-24 19:45:00+00:00,Nice,Strasbourg,2,1,H,1.77,3.87,4.5
I1_2024-11-24_lazio_bologna,I1,2024-11-24,19:45,2024-11-24 19:45:00+00:00,Lazio,Bologna,3,0,H,1.82,3.52,4.68
SP1_2024-11-24_ath-bilbao_sociedad,SP1,2024-11-24,20:00,2024-11-24 20:00:00+00:00,Ath Bilbao,Sociedad,1,0,H,2.39,2.91,3.53
I1_2024-11-25_empoli_udinese,I1,2024-11-25,17:30,2024-11-25 17:30:00+00:00,Empoli,Udinese,1,1,D,3.04,2.84,2.75
I1_2024-11-25_venezia_lecce,I1,2024-11-25,19:45,2024-11-25 19:45:00+00:00,Venezia,Lecce,0,1,A,2.21,3.26,3.51
E0_2024-11-25_newcastle_west-ham,E0,2024-11-25,20:00,2024-11-25 20:00:00+00:00,Newcastle,West Ham,0,2,A,1.47,4.8,6.5
D1_2024-11-29_st-pauli_holstein-kiel,D1,2024-11-29,19:30,2024-11-29 19:30:00+00:00,St Pauli,Holstein Kiel,3,1,H,1.69,3.73,5.32
F1_2024-11-29_reims_lens,F1,2024-11-29,19:45,2024-11-29 19:45:00+00:00,Reims,Lens,0,2,A,3.17,3.3,2.33
I1_2024-11-29_cagliari_verona,I1,2024-11-29,19:45,2024-11-29 19:45:00+00:00,Cagliari,Verona,1,0,H,1.96,3.46,4.05
E0_2024-11-29_brighton_southampton,E0,2024-11-29,20:00,2024-11-29 20:00:00+00:00,Brighton,Southampton,1,1,D,1.39,5.45,7.29
SP1_2024-11-29_mallorca_valencia,SP1,2024-11-29,20:00,2024-11-29 20:00:00+00:00,Mallorca,Valencia,2,1,H,2.15,2.83,4.46
SP1_2024-11-30_barcelona_las-palmas,SP1,2024-11-30,13:00,2024-11-30 13:00:00+00:00,Barcelona,Las Palmas,1,2,A,1.14,9.15,17.53
I1_2024-11-30_como_monza,I1,2024-11-30,14:00,2024-11-30 14:00:00+00:00,Como,Monza,1,1,D,1.93,3.39,4.3
D1_2024-11-30_augsburg_bochum,D1,2024-11-30,14:30,2024-11-30 14:30:00+00:00,Augsburg,Bochum,1,0,H,1.78,3.81,4.51
D1_2024-11-30_freiburg_m-gladbach,D1,2024-11-30,14:30,2024-11-30 14:30:00+00:00,Freiburg,M'gladbach,3,1,H,2.02,3.71,3.59
D1_2024-11-30_rb-leipzig_wolfsburg,D1,2024-11-30,14:30,2024-11-30 14:30:00+00:00,RB Leipzig,Wolfsburg,1,5,A,1.74,3.93,4.64
D1_2024-11-30_union-berlin_leverkusen,D1,2024-11-30,14:30,2024-11-30 14:30:00+00:00,Union Berlin,Leverkusen,1,2,A,4.63,3.49,1.85
D1_2024-11-30_werder-bremen_stuttgart,D1,2024-11-30,14:30,2024-11-30 14:30:00+00:00,Werder Bremen,Stuttgart,2,2,D,2.59,3.52,2.67
E0_2024-11-30_brentford_leicester,E0,2024-11-30,15:00,2024-11-30 15:00:00+00:00,Brentford,Leicester,4,1,H,1.61,4.33,5.27
E0_2024-11-30_crystal-palace_newcastle,E0,2024-11-30,15:00,2024-11-30 15:00:00+00:00,Crystal Palace,Newcastle,1,1,D,3.25,3.48,2.24
E0_2024-11-30_nott-m-forest_ipswich,E0,2024-11-30,15:00,2024-11-30 15:00:00+00:00,Nott'm Forest,Ipswich,1,0,H,1.72,3.95,4.86
E0_2024-11-30_wolves_bournemouth,E0,2024-11-30,15:00,2024-11-30 15:00:00+00:00,Wolves,Bournemouth,2,4,A,2.71,3.47,2.62
SP1_2024-11-30_alaves_leganes,SP1,2024-11-30,15:15,2024-11-30 15:15:00+00:00,Alaves,Leganes,1,1,D,1.81,3.17,5.63
F1_2024-11-30_rennes_st-etienne,F1,2024-11-30,16:00,2024-11-30 16:00:00+00:00,Rennes,St Etienne,5,0,H,1.58,4.12,5.88
I1_2024-11-30_milan_empoli,I1,2024-11-30,17:00,2024-11-30 17:00:00+00:00,Milan,Empoli,3,0,H,1.33,5.07,10.0
D1_2024-11-30_dortmund_bayern-munich,D1,2024-11-30,17:30,2024-11-30 17:30:00+00:00,Dortmund,Bayern Munich,1,1,D,4.51,4.07,1.73
E0_2024-11-30_west-ham_arsenal,E0,2024-11-30,17:30,2024-11-30 17:30:00+00:00,West Ham,Arsenal,2,5,A,7.37,4.78,1.44
SP1_2024-11-30_espanol_celta,SP1,2024-11-30,17:30,2024-11-30 17:30:00+00:00,Espanol,Celta,3,1,H,3.57,3.21,2.21
F1_2024-11-30_brest_strasbourg,F1,2024-11-30,18:00,2024-11-30 18:00:00+00:00,Brest,Strasbourg,3,1,H,2.13,3.39,3.55
I1_2024-11-30_bologna_venezia,I1,2024-11-30,19:45,2024-11-30 19:45:00+00:00,Bologna,Venezia,3,0,H,1.87,3.45,4.58
F1_2024-11-30_paris-sg_nantes,F1,2024-11-30,20:00,2024-11-30 20:00:00+00:00,Paris SG,Nantes,1,1,D,1.17,7.66,15.79
SP1_2024-11-30_valladolid_ath-madrid,SP1,2024-11-30,20:00,2024-11-30 20:00:00+00:00,Valladolid,Ath Madrid,0,5,A,7.49,4.48,1.45
I1_2024-12-01_udinese_genoa,I1,2024-12-01,11:30,2024-12-01 11:30:00+00:00,Udinese,Genoa,0,2,A,1.98,3.34,4.17
SP1_2024-12-01_villarreal_girona,SP1,2024-12-01,13:00,2024-12-01 13:00:00+00:00,Villarreal,Girona,2,2,D,1.77,3.87,4.46
E0_2024-12-01_chelsea_aston-villa,E0,2024-12-01,13:30,2024-12-01 13:30:00+00:00,Chelsea,Aston Villa,3,0,H,1.72,4.08,4.66
E0_2024-12-01_man-united_everton,E0,2024-12-01,13:30,2024-12-01 13:30:00+00:00,Man United,Everton,4,0,H,1.62,4.05,5.68
E0_2024-12-01_tottenham_fulham,E0,2024-12-01,13:30,2024-12-01 13:30:00+00:00,Tottenham,Fulham,1,1,D,1.95,4.07,3.56
F1_2024-12-01_montpellier_lille,F1,2024-12-01,14:00,2024-12-01 14:00:00+00:00,Montpellier,Lille,2,2,D,4.6,3.67,1.8
I1_2024-12-01_parma_lazio,I1,2024-12-01,14:00,2024-12-01 14:00:00+00:00,Parma,Lazio,3,1,H,4.61,3.8,1.76
I1_2024-12-01_torino_napoli,I1,2024-12-01,14:00,2024-12-01 14:00:00+00:00,Torino,Napoli,0,1,A,5.63,3.48,1.72
D1_2024-12-01_mainz_hoffenheim,D1,2024-12-01,14:30,2024-12-01 14:30:00+00:00,Mainz,Hoffenheim,2,0,H,2.05,3.57,3.62
SP1_2024-12-01_real-madrid_getafe,SP1,2024-12-01,15:15,2024-12-01 15:15:00+00:00,Real Madrid,Getafe,2,0,H,1.32,5.15,10.33
E0_2024-12-01_liverpool_man-city,E0,2024-12-01,16:00,2024-12-01 16:00:00+00:00,Liverpool,Man City,2,0,H,2.04,3.76,3.5
F1_2024-12-01_le-havre_angers,F1,2024-12-01,16:00,2024-12-01 16:00:00+00:00,Le Havre,Angers,0,1,A,2.37,3.05,3.33
F1_2024-12-01_lyon_nice,F1,2024-12-01,16:00,2024-12-01 16:00:00+00:00,Lyon,Nice,4,1,H,1.72,4.16,4.48
F1_2024-12-01_toulouse_auxerre,F1,2024-12-01,16:00,2024-12-01 16:00:00+00:00,Toulouse,Auxerre,2,0,H,1.68,3.85,5.33
D1_2024-12-01_heidenheim_ein-frankfurt,D1,2024-12-01,16:30,2024-12-01 16:30:00+00:00,Heidenheim,Ein Frankfurt,0,4,A,3.86,3.65,1.94
SP1_2024-12-01_vallecano_ath-bilbao,SP1,2024-12-01,17:30,2024-12-01 17:30:00+00:00,Vallecano,Ath Bilbao,1,2,A,3.28,3.01,2.47
F1_2024-12-01_marseille_monaco,F1,2024-12-01,19:45,2024-12-01 19:45:00+00:00,Marseille,Monaco,2,1,H,2.61,3.45,2.67
I1_2024-12-01_lecce_juventus,I1,2024-12-01,19:45,2024-12-01 19:45:00+00:00,Lecce,Juventus,1,1,D,6.43,3.48,1.66
SP1_2024-12-01_sociedad_betis,SP1,2024-12-01,20:00,2024-12-01 20:00:00+00:00,Sociedad,Betis,2,0,H,1.69,3.71,5.44
I1_2024-12-02_roma_atalanta,I1,2024-12-02,19:45,2024-12-02 19:45:00+00:00,Roma,Atalanta,0,2,A,3.54,3.39,2.12
SP1_2024-12-02_sevilla_osasuna,SP1,2024-12-02,20:00,2024-12-02 20:00:00+00:00,Sevilla,Osasuna,1,1,D,2.01,3.38,4.0
SP1_2024-12-03_mallorca_barcelona,SP1,2024-12-03,18:00,2024-12-03 18:00:00+00:00,Mallorca,Barcelona,1,5,A,5.48,4.08,1.62
E0_2024-12-03_ipswich_crystal-palace,E0,2024-12-03,19:30,2024-12-03 19:30:00+00:00,Ipswich,Crystal Palace,0,1,A,3.27,3.36,2.29
E0_2024-12-03_leicester_west-ham,E0,2024-12-03,20:15,2024-12-03 20:15:00+00:00,Leicester,West Ham,3,1,H,2.99,3.47,2.38
E0_2024-12-04_everton_wolves,E0,2024-12-04,19:30,2024-12-04 19:30:00+00:00,Everton,Wolves,4,0,H,2.11,3.35,3.74
E0_2024-12-04_man-city_nott-m-forest,E0,2024-12-04,19:30,2024-12-04 19:30:00+00:00,Man City,Nott'm Forest,3,0,H,1.32,5.64,9.34
E0_2024-12-04_newcastle_liverpool,E0,2024-12-04,19:30,2024-12-04 19:30:00+00:00,Newcastle,Liverpool,3,3,D,3.63,3.76,1.99
E0_2024-12-04_southampton_chelsea,E0,2024-12-04,19:30,2024-12-04 19:30:00+00:00,Southampton,Chelsea,1,5,A,8.74,5.8,1.32
SP1_2024-12-04_ath-bilbao_real-madrid,SP1,2024-12-04,20:00,2024-12-04 20:00:00+00:00,Ath Bilbao,Real Madrid,2,1,H,3.32,3.36,2.23
E0_2024-12-04_arsenal_man-united,E0,2024-12-04,20:15,2024-12-04 20:15:00+00:00,Arsenal,Man United,2,0,H,1.45,4.84,6.86
E0_2024-12-04_aston-villa_brentford,E0,2024-12-04,20:15,2024-12-04 20:15:00+00:00,Aston Villa,Brentford,3,1,H,1.69,4.11,4.89
E0_2024-12-05_fulham_brighton,E0,2024-12-05,19:30,2024-12-05 19:30:00+00:00,Fulham,Brighton,3,1,H,2.6,3.58,2.66
E0_2024-12-05_bournemouth_tottenham,E0,2024-12-05,20:15,2024-12-05 20:15:00+00:00,Bournemouth,Tottenham,1,0,H,2.18,3.91,3.05
I1_2024-12-06_inter_parma,I1,2024-12-06,17:30,2024-12-06 17:30:00+00:00,Inter,Parma,3,1,H,1.18,7.82,13.76
F1_2024-12-06_lille_brest,F1,2024-12-06,18:00,2024-12-06 18:00:00+00:00,Lille,Brest,3,1,H,1.67,3.71,5.67
D1_2024-12-06_stuttgart_union-berlin,D1,2024-12-06,19:30,2024-12-06 19:30:00+00:00,Stuttgart,Union Berlin,3,2,H,1.9,3.49,4.32
I1_2024-12-06_atalanta_milan,I1,2024-12-06,19:45,2024-12-06 19:45:00+00:00,Atalanta,Milan,2,1,H,2.15,3.47,3.46
F1_2024-12-06_auxerre_paris-sg,F1,2024-12-06,20:00,2024-12-06 20:00:00+00:00,Auxerre,Paris SG,0,0,D,9.61,5.97,1.29
SP1_2024-12-06_celta_mallorca,SP1,2024-12-06,20:00,2024-12-06 20:00:00+00:00,Celta,Mallorca,2,0,H,1.9,3.29,4.73
SP1_2024-12-07_las-palmas_valladolid,SP1,2024-12-07,13:00,2024-12-07 13:00:00+00:00,Las Palmas,Valladolid,2,1,H,1.65,3.77,5.8
I1_2024-12-07_genoa_torino,I1,2024-12-07,14:00,2024-12-07 14:00:00+00:00,Genoa,Torino,0,0,D,2.5,2.97,3.23
D1_2024-12-07_bayern-munich_heidenheim,D1,2024-12-07,14:30,2024-12-07 14:30:00+00:00,Bayern Munich,Heidenheim,4,2,H,1.12,10.41,20.98
D1_2024-12-07_bochum_werder-bremen,D1,2024-12-07,14:30,2024-12-07 14:30:00+00:00,Bochum,Werder Bremen,0,1,A,3.55,3.71,2.03
D1_2024-12-07_ein-frankfurt_augsburg,D1,2024-12-07,14:30,2024-12-07 14:30:00+00:00,Ein Frankfurt,Augsburg,2,2,D,1.55,4.31,6.06
D1_2024-12-07_holstein-kiel_rb-leipzig,D1,2024-12-07,14:30,2024-12-07 14:30:00+00:00,Holstein Kiel,RB Leipzig,0,2,A,6.37,4.75,1.48
D1_2024-12-07_leverkusen_st-pauli,D1,2024-12-07,14:30,2024-12-07 14:30:00+00:00,Leverkusen,St Pauli,2,1,H,1.28,5.88,10.57
E0_2024-12-07_aston-villa_southampton,E0,2024-12-07,15:00,2024-12-07 15:00:00+00:00,Aston Villa,Southampton,1,0,H,1.32,5.67,9.15
E0_2024-12-07_brentford_newcastle,E0,2024-12-07,15:00,2024-12-07 15:00:00+00:00,Brentford,Newcastle,4,2,H,2.95,3.68,2.33
E0_2024-12-07_crystal-palace_man-city,E0,2024-12-07,15:00,2024-12-07 15:00:00+00:00,Crystal Palace,Man City,2,2,D,4.67,4.0,1.74
SP1_2024-12-07_betis_barcelona,SP1,2024-12-07,15:15,2024-12-07 15:15:00+00:00,Betis,Barcelona,2,2,D,5.63,4.78,1.52
F1_2024-12-07_monaco_toulouse,F1,2024-12-07,16:00,2024-12-07 16:00:00+00:00,Monaco,Toulouse,2,0,H,1.87,3.76,4.1
I1_2024-12-07_juventus_bologna,I1,2024-12-07,17:00,2024-12-07 17:00:00+00:00,Juventus,Bologna,2,2,D,1.8,3.33,5.31
D1_2024-12-07_m-gladbach_dortmund,D1,2024-12-07,17:30,2024-12-07 17:30:00+00:00,M'gladbach,Dortmund,1,1,D,3.37,3.84,2.04
E0_2024-12-07_man-united_nott-m-forest,E0,2024-12-07,17:30,2024-12-07 17:30:00+00:00,Man United,Nott'm Forest,2,3,A,1.68,3.93,5.09
SP1_2024-12-07_valencia_vallecano,SP1,2024-12-07,17:30,2024-12-07 17:30:00+00:00,Valencia,Vallecano,0,1,A,2.23,3.02,3.82
F1_2024-12-07_nice_le-havre,F1,2024-12-07,18:00,2024-12-07 18:00:00+00:00,Nice,Le Havre,2,1,H,1.6,3.95,6.03
I1_2024-12-07_roma_lecce,I1,2024-12-07,19:45,2024-12-07 19:45:00+00:00,Roma,Lecce,4,1,H,1.52,4.06,6.99
F1_2024-12-07_angers_lyon,F1,2024-12-07,20:00,2024-12-07 20:00:00+00:00,Angers,Lyon,0,3,A,5.13,4.21,1.63
SP1_2024-12-07_girona_real-madrid,SP1,2024-12-07,20:00,2024-12-07 20:00:00+00:00,Girona,Real Madrid,0,3,A,4.27,3.97,1.79
I1_2024-12-08_fiorentina_cagliari,I1,2024-12-08,11:30,2024-12-08 11:30:00+00:00,Fiorentina,Cagliari,1,0,H,1.55,4.19,6.04
SP1_2024-12-08_leganes_sociedad,SP1,2024-12-08,13:00,2024-12-08 13:00:00+00:00,Leganes,Sociedad,0,3,A,5.72,3.12,1.83
E0_2024-12-08_fulham_arsenal,E0,2024-12-08,14:00,2024-12-08 14:00:00+00:00,Fulham,Arsenal,1,1,D,5.34,4.24,1.62
E0_2024-12-08_ipswich_bournemouth,E0,2024-12-08,14:00,2024-12-08 14:00:00+00:00,Ipswich,Bournemouth,1,2,A,3.81,3.83,1.93
E0_2024-12-08_leicester_brighton,E0,2024-12-08,14:00,2024-12-08 14:00:00+00:00,Leicester,Brighton,2,2,D,4.92,4.22,1.67
F1_2024-12-08_lens_montpellier,F1,2024-12-08,14:00,2024-12-08 14:00:00+00:00,Lens,Montpellier,2,0,H,1.4,4.85,7.99
I1_2024-12-08_verona_empoli,I1,2024-12-08,14:00,2024-12-08 14:00:00+00:00,Verona,Empoli,1,4,A,2.71,2.8,3.13
D1_2024-12-08_wolfsburg_mainz,D1,2024-12-08,14:30,2024-12-08 14:30:00+00:00,Wolfsburg,Mainz,4,3,H,2.12,3.4,3.6
SP1_2024-12-08_ath-bilbao_villarreal,SP1,2024-12-08,15:15,2024-12-08 15:15:00+00:00,Ath Bilbao,Villarreal,2,0,H,1.86,3.57,4.44
F1_2024-12-08_nantes_rennes,F1,2024-12-08,16:00,2024-12-08 16:00:00+00:00,Nantes,Rennes,1,0,H,3.3,3.07,2.4
F1_2024-12-08_strasbourg_reims,F1,2024-12-08,16:00,2024-12-08 16:00:00+00:00,Strasbourg,Reims,0,0,D,2.49,3.4,2.86
D1_2024-12-08_hoffenheim_freiburg,D1,2024-12-08,16:30,2024-12-08 16:30:00+00:00,Hoffenheim,Freiburg,1,1,D,2.5,3.28,2.94
E0_2024-12-08_tottenham_chelsea,E0,2024-12-08,16:30,2024-12-08 16:30:00+00:00,Tottenham,Chelsea,3,4,A,2.9,3.98,2.24
I1_2024-12-08_venezia_como,I1,2024-12-08,17:00,2024-12-08 17:00:00+00:00,Venezia,Como,2,2,D,2.81,3.16,2.68
SP1_2024-12-08_osasuna_alaves,SP1,2024-12-08,17:30,2024-12-08 17:30:00+00:00,Osasuna,Alaves,2,2,D,2.26,3.06,3.66
F1_2024-12-08_st-etienne_marseille,F1,2024-12-08,19:45,2024-12-08 19:45:00+00:00,St Etienne,Marseille,0,2,A,5.82,4.22,1.57
I1_2024-12-08_napoli_lazio,I1,2024-12-08,19:45,2024-12-08 19:45:00+00:00,Napoli,Lazio,0,1,A,1.82,3.52,4.62
SP1_2024-12-08_ath-madrid_sevilla,SP1,2024-12-08,20:00,2024-12-08 20:00:00+00:00,Ath Madrid,Sevilla,4,3,H,1.38,4.77,8.99
I1_2024-12-09_monza_udinese,I1,2024-12-09,19:45,2024-12-09 19:45:00+00:00,Monza,Udinese,1,2,A,2.72,2.93,2.94
E0_2024-12-09_west-ham_wolves,E0,2024-12-09,20:00,2024-12-09 20:00:00+00:00,West Ham,Wolves,2,1,H,1.82,3.88,4.24
SP1_2024-12-09_getafe_espanol,SP1,2024-12-09,20:00,2024-12-09 20:00:00+00:00,Getafe,Espanol,1,0,H,1.81,3.07,5.95
D1_2024-12-13_freiburg_wolfsburg,D1,2024-12-13,19:30,2024-12-13 19:30:00+00:00,Freiburg,Wolfsburg,3,2,H,2.28,3.42,3.14
F1_2024-12-13_toulouse_st-etienne,F1,2024-12-13,19:45,2024-12-13 19:45:00+00:00,Toulouse,St Etienne,2,1,H,1.41,4.65,7.85
I1_2024-12-13_empoli_torino,I1,2024-12-13,19:45,2024-12-13 19:45:00+00:00,Empoli,Torino,0,1,A,2.61,2.81,3.22
SP1_2024-12-13_valladolid_valencia,SP1,2024-12-13,20:00,2024-12-13 20:00:00+00:00,Valladolid,Valencia,1,0,H,3.24,3.06,2.4
SP1_2024-12-14_espanol_osasuna,SP1,2024-12-14,13:00,2024-12-14 13:00:00+00:00,Espanol,Osasuna,0,0,D,2.76,3.14,2.72
I1_2024-12-14_cagliari_atalanta,I1,2024-12-14,14:00,2024-12-14 14:00:00+00:00,Cagliari,Atalanta,0,1,A,5.62,4.2,1.58
D1_2024-12-14_augsburg_leverkusen,D1,2024-12-14,14:30,2024-12-14 14:30:00+00:00,Augsburg,Leverkusen,0,2,A,6.0,4.0,1.58
D1_2024-12-14_m-gladbach_holstein-kiel,D1,2024-12-14,14:30,2024-12-14 14:30:00+00:00,M'gladbach,Holstein Kiel,4,1,H,1.42,4.99,6.87
D1_2024-12-14_mainz_bayern-munich,D1,2024-12-14,14:30,2024-12-14 14:30:00+00:00,Mainz,Bayern Munich,2,1,H,6.15,4.43,1.51
D1_2024-12-14_union-berlin_bochum,D1,2024-12-14,14:30,2024-12-14 14:30:00+00:00,Union Berlin,Bochum,0,2,A,1.64,3.92,5.43
E0_2024-12-14_arsenal_everton,E0,2024-12-14,15:00,2024-12-14 15:00:00+00:00,Arsenal,Everton,0,0,D,1.23,6.39,12.72
E0_2024-12-14_liverpool_fulham,E0,2024-12-14,15:00,2024-12-14 15:00:00+00:00,Liverpool,Fulham,2,2,D,1.29,6.13,9.58
E0_2024-12-14_newcastle_leicester,E0,2024-12-14,15:00,2024-12-14 15:00:00+00:00,Newcastle,Leicester,4,0,H,1.29,6.18,9.42
E0_2024-12-14_wolves_ipswich,E0,2024-12-14,15:00,2024-12-14 15:00:00+00:00,Wolves,Ipswich,1,2,A,1.98,3.64,3.77
SP1_2024-12-14_mallorca_girona,SP1,2024-12-14,15:15,2024-12-14 15:15:00+00:00,Mallorca,Girona,2,1,H,2.71,2.99,2.9
F1_2024-12-14_marseille_lille,F1,2024-12-14,16:00,2024-12-14 16:00:00+00:00,Marseille,Lille,1,1,D,2.09,3.43,3.56
I1_2024-12-14_udinese_napoli,I1,2024-12-14,17:00,2024-12-14 17:00:00+00:00,Udinese,Napoli,1,3,A,5.37,3.54,1.72
D1_2024-12-14_st-pauli_werder-bremen,D1,2024-12-14,17:30,2024-12-14 17:30:00+00:00,St Pauli,Werder Bremen,0,2,A,2.85,3.28,2.55
E0_2024-12-14_nott-m-forest_aston-villa,E0,2024-12-14,17:30,2024-12-14 17:30:00+00:00,Nott'm Forest,Aston Villa,2,1,H,2.71,3.19,2.76
SP1_2024-12-14_sevilla_celta,SP1,2024-12-14,17:30,2024-12-14 17:30:00+00:00,Sevilla,Celta,1,0,H,2.59,3.13,2.91
F1_2024-12-14_auxerre_lens,F1,2024-12-14,18:00,2024-12-14 18:00:00+00:00,Auxerre,Lens,2,2,D,4.47,3.71,1.79
I1_2024-12-14_juventus_venezia,I1,2024-12-14,19:45,2024-12-14 19:45:00+00:00,Juventus,Venezia,2,2,D,1.38,4.69,9.08
F1_2024-12-14_reims_monaco,F1,2024-12-14,20:00,2024-12-14 20:00:00+00:00,Reims,Monaco,0,0,D,3.3,3.44,2.19
SP1_2024-12-14_vallecano_real-madrid,SP1,2024-12-14,20:00,2024-12-14 20:00:00+00:00,Vallecano,Real Madrid,3,3,D,6.27,4.2,1.53
I1_2024-12-15_lecce_monza,I1,2024-12-15,11:30,2024-12-15 11:30:00+00:00,Lecce,Monza,2,1,H,2.69,3.01,2.89
SP1_2024-12-15_ath-madrid_getafe,SP1,2024-12-15,13:00,2024-12-15 13:00:00+00:00,Ath Madrid,Getafe,1,0,H,1.32,4.94,11.21
E0_2024-12-15_brighton_crystal-palace,E0,2024-12-15,14:00,2024-12-15 14:00:00+00:00,Brighton,Crystal Palace,1,3,A,1.9,3.69,4.05
F1_2024-12-15_montpellier_nice,F1,2024-12-15,14:00,2024-12-15 14:00:00+00:00,Montpellier,Nice,2,2,D,2.9,3.69,2.3
I1_2024-12-15_bologna_fiorentina,I1,2024-12-15,14:00,2024-12-15 14:00:00+00:00,Bologna,Fiorentina,1,0,H,2.73,3.04,2.82
I1_2024-12-15_parma_verona,I1,2024-12-15,14:00,2024-12-15 14:00:00+00:00,Parma,Verona,2,3,A,2.06,3.39,3.72
D1_2024-12-15_heidenheim_stuttgart,D1,2024-12-15,14:30,2024-12-15 14:30:00+00:00,Heidenheim,Stuttgart,1,3,A,4.45,3.99,1.74
SP1_2024-12-15_alaves_ath-bilbao,SP1,2024-12-15,15:15,2024-12-15 15:15:00+00:00,Alaves,Ath Bilbao,1,1,D,4.0,3.06,2.12
F1_2024-12-15_brest_nantes,F1,2024-12-15,16:00,2024-12-15 16:00:00+00:00,Brest,Nantes,4,1,H,2.27,3.11,3.48
F1_2024-12-15_le-havre_strasbourg,F1,2024-12-15,16:00,2024-12-15 16:00:00+00:00,Le Havre,Strasbourg,0,3,A,3.36,3.17,2.28
F1_2024-12-15_rennes_angers,F1,2024-12-15,16:00,2024-12-15 16:00:00+00:00,Rennes,Angers,2,0,H,1.62,3.86,5.8
