league,outcome,bin,avg_pred,actual,error,count
Ligue 1,home,11,0.4422674880576499,0.41935483870967744,-0.02291264934797249,31
Ligue 1,home,12,0.4704494836665802,0.43333333333333335,-0.03711615033324683,30
Ligue 1,home,13,0.49547814220695424,0.45161290322580644,-0.0438652389811478,31
Ligue 1,home,14,0.5193662291287964,0.6333333333333333,0.11396710420453693,30
Ligue 1,home,15,0.5534444694947596,0.6129032258064516,0.05945875631169206,31
Ligue 1,home,16,0.590070881367301,0.5666666666666667,-0.023404214700634363,30
Ligue 1,home,17,0.6296616705293135,0.6129032258064516,-0.01675844472286192,31
Ligue 1,home,18,0.672592057664909,0.7666666666666667,0.09407460900175768,30
Ligue 1,home,19,0.7141194020046576,0.8064516129032258,0.09233221089856813,31
Ligue 1,home,20,0.7956557944646325,0.7741935483870968,-0.021462246077535774,31
Ligue 1,draw,1,0.1290477268749429,0.0967741935483871,-0.0322735333265558,31
Ligue 1,draw,2,0.1657231744857745,0.1935483870967742,0.027825212610999683,31
Ligue 1,draw,3,0.18488482390827926,0.2,0.01511517609172075,30
Ligue 1,draw,4,0.1993965344188068,0.06451612903225806,-0.13488040538654875,31
Ligue 1,draw,5,0.21477414268414785,0.03333333333333333,-0.18144080935081452,30
Ligue 1,draw,6,0.22512348569198762,0.3870967741935484,0.16197328850156076,31
Ligue 1,draw,7,0.23446397710487374,0.26666666666666666,0.032202689561792924,30
Ligue 1,draw,8,0.24323181850667816,0.16129032258064516,-0.081941495926033,31
Ligue 1,draw,9,0.2490452533784741,0.13333333333333333,-0.11571192004514078,30
Ligue 1,draw,10,0.25476610177985215,0.22580645161290322,-0.02895965016694893,31
Ligue 1,draw,11,0.25877274901120784,0.25806451612903225,-0.0007082328821755857,31
Ligue 1,draw,12,0.263364346797587,0.26666666666666666,0.0033023198690796396,30
Ligue 1,draw,13,0.269165725142377,0.22580645161290322,-0.0433592735294738,31
Ligue 1,draw,14,0.2729028221287068,0.23333333333333334,-0.039569488795373475,30
Ligue 1,draw,15,0.2767961351404438,0.2903225806451613,0.013526445504717488,31
Ligue 1,draw,16,0.2806357606077652,0.16666666666666666,-0.11396909394109853,30
Ligue 1,draw,17,0.2845898439804865,0.4838709677419355,0.19928112376144902,31
Ligue 1,draw,18,0.2896583059551502,0.3333333333333333,0.04367502737818313,30
Ligue 1,draw,19,0.2946405998212311,0.25806451612903225,-0.036576083692198835,31
Ligue 1,draw,20,0.30555658655932005,0.1935483870967742,-0.11200819946254587,31
Ligue 1,away,1,0.07349473400923913,0.0967741935483871,0.023279459539147965,31
Ligue 1,away,2,0.1098171529499855,0.06451612903225806,-0.04530102391772743,31
Ligue 1,away,3,0.13212313413608587,0.1,-0.03212313413608586,30
Ligue 1,away,4,0.15549104257749471,0.12903225806451613,-0.02645878451297859,31
Ligue 1,away,5,0.17703488578356355,0.2,0.02296511421643646,30
Ligue 1,away,6,0.19948074729358944,0.16129032258064516,-0.03819042471294429,31
Ligue 1,away,7,0.2190873156771312,0.2,-0.019087315677131178,30
Ligue 1,away,8,0.2360476151684987,0.2903225806451613,0.05427496547666261,31
Ligue 1,away,9,0.25749320209650417,0.2,-0.05749320209650416,30
Ligue 1,away,10,0.28110581737624907,0.3225806451612903,0.041474827785041246,31
Ligue 1,away,11,0.30578339941625915,0.22580645161290322,-0.07997694780335593,31
Ligue 1,away,12,0.3281110371832805,0.4,0.07188896281671953,30
Ligue 1,away,13,0.36175484557105364,0.2903225806451613,-0.07143226492589233,31
Ligue 1,away,14,0.38754919492457424,0.3333333333333333,-0.05421586159124092,30
Ligue 1,away,15,0.41575075122879096,0.5161290322580645,0.10037828102927354,31
Ligue 1,away,16,0.44631098738101227,0.4,-0.04631098738101225,30
Ligue 1,away,17,0.48376140111410854,0.5161290322580645,0.032367631143955966,31
Ligue 1,away,18,0.5311806442936636,0.5,-0.03118064429366363,30
Ligue 1,away,19,0.587313574292036,0.5806451612903226,-0.006668413001713391,31
Ligue 1,away,20,0.690041916395473,0.7096774193548387,0.01963550295936578,31
